Time,M1:EncoderPosition,M2:EncoderPosition,M3:EncoderPosition,M4:EncoderPosition,M1:EncoderVelocity,M2:EncoderVelocity,M3:EncoderVelocity,M4:EncoderVelocity
4.739,-53012.5,286817,316382.8,150792.8,1302,782,1060,70
4.74,-51690,287601.5,317443.2,150860.5,1338,796,1060,64
4.741,-50335.25,288392.8,318496.2,150919.2,1372,792,1048,52
4.742,-48971.5,289185,319542.2,150964.2,1366,794,1048,38
4.743,-47610.75,289974,320594.2,150988.8,1350,788,1058,14
4.744,-46235.25,290764,321651.8,150993.8,1398,790,1056,-2
4.745,-44837.75,291557,322707.8,150991,1406,794,1054,-2
4.746,-43431.75,292351,323754.2,150993.2,1402,794,1040,4
4.747,-42034.75,293147,324789.2,150996.8,1392,802,1030,2
4.748,-40651,293947,325819.5,150998,1384,800,1030,0
4.749,-39280.25,294743.5,326849.8,150998.5,1356,792,1032,0
4.75,-37936.5,295528.5,327881.5,150998.2,1326,780,1030,0
4.751,-36621.75,296302.5,328910,150998.2,1308,772,1028,0
4.752,-35301.5,297072.8,329933.5,150998.2,1344,772,1022,0
4.753,-33912.25,297842,330952.8,150998.2,1408,768,1018,0
4.754,-32482.75,298611.8,331967.8,150991.2,1420,770,1012,-10
4.755,-31116.75,299379.8,332976.5,150980.8,1332,764,1004,-10
4.756,-29810.75,300131,333970.2,150973.2,1286,744,988,-4
4.757,-28503.25,300857.5,334947.5,150969.8,1316,716,968,-2
4.758,-27208.5,301568.8,335917.5,150969.2,1282,706,972,0
4.759,-25966.25,302270.8,336885,150970,1216,698,962,2
4.76,-24761.75,302963.2,337831,150968.8,1190,682,934,-2
4.761,-23567.5,303637,338740.8,150967,1190,658,892,-2
4.762,-22400.25,304277.2,339621.8,150964.5,1148,622,874,-2
4.763,-21266.75,304881,340482,150960.5,1120,588,852,-6
4.764,-20170,305454.8,341321.5,150949.8,1080,562,832,-14
4.765,-19132,306008.5,342135.5,150932.5,1012,546,800,-20
4.766,-18152,306546.2,342920.2,150917.5,954,530,774,-10
4.767,-17221.5,307063,343673.8,150910.2,910,504,740,-4
4.768,-16326.25,307546.2,344404.5,150908.2,886,466,720,0
4.769,-15474.75,307990.8,345119.5,150911.5,822,426,706,4
4.77,-14688,308399,345816.2,150913.8,758,392,684,0
4.771,-13948.5,308778.2,346494,150911.5,728,368,674,-2
4.772,-13232.75,309136.5,347139.2,150911.2,696,348,632,2
4.773,-12567.75,309477.2,347738.5,150912,632,332,580,0
4.774,-11966.5,309795.8,348290.5,150911.2,580,306,538,0
4.775,-11400.75,310084.8,348815.2,150911.8,558,274,522,2
4.776,-10865.5,310343.8,349340.5,150914.2,516,246,530,2
4.777,-10375.5,310575.2,349866,150915,470,220,518,2
4.778,-9923,310784.2,350358.2,150915.5,444,200,468,0
4.779,-9505.25,310974.2,350804,150916.2,406,184,428,2
4.78,-9130.5,311143,351230.5,150916.8,358,160,426,2
4.781,-8787.75,311288.2,351651.5,150919.2,334,136,422,2
4.782,-8471.5,311408.5,352063.5,150921.5,298,106,408,2
4.783,-8197.25,311504.8,352450.2,150920.8,248,86,374,0
4.784,-7969,311583,352799.2,150921,216,76,334,2
4.785,-7771,311652.5,353108.2,150922.5,192,64,294,2
4.786,-7598.75,311707.2,353385.8,150922.8,156,46,266,0
4.787,-7460.5,311717.8,353649.5,150921.2,126,-24,262,-2
4.788,-7357.5,311674.5,353917.5,150922.8,92,-48,272,2
4.789,-7277.5,311639.2,354192,150927,72,-26,274,4
4.79,-7219.75,311617.2,354455.8,150929.5,42,-26,252,2
4.791,-7189.25,311568,354686,150930.2,18,-72,214,0
4.792,-7182.25,311477,354877.2,150931.8,0,-104,180,2
4.793,-7189.75,311367.8,355049.2,150936,-10,-112,168,4
4.794,-7202.75,311258.2,355225.8,150939.5,-16,-108,180,2
4.795,-7224.25,311143.2,355416.5,150942,-24,-120,194,2
4.796,-7252.75,311016.5,355611.2,150944.5,-32,-136,194,4
4.797,-7288.25,310879,355803.5,150946.8,-36,-138,190,2
4.798,-7322.25,310735,355983.5,150949,-32,-148,170,2
4.799,-7353.25,310595,356149.8,150950.8,-30,-136,160,0
4.8,-7384.75,310461,356305,150954,-32,-128,150,6
4.801,-7418.5,310331,356458.8,150958.5,-34,-126,152,4
4.802,-7449.75,310198,356621,150962,-28,-134,166,2
4.803,-7473,310059,356796,150964.8,-18,-144,180,4
4.804,-7484,309918.8,356977,150967.8,-6,-138,176,4
4.805,-7486.25,309779.8,357157,150971,0,-138,180,2
4.806,-7486.5,309644.8,357327.8,150975,0,-136,164,4
4.807,-7489.5,309514,357489.5,150979.8,-4,-132,156,4
4.808,-7494.75,309384.8,357654.5,150985.2,-4,-130,166,6
4.809,-7496,309255.2,357833,150990.5,2,-128,188,6
4.81,-7488.5,309125.2,358023.8,150995,10,-130,196,4
4.811,-7475,308991.5,358212.8,150998.5,16,-132,186,2
4.812,-7456.25,308856.2,358384.5,150999.2,20,-134,160,0
4.813,-7435.5,308720.8,358547.8,151000.2,22,-138,160,2
4.814,-7414.5,308585.2,358717.5,151001.5,22,-138,176,2
4.815,-7392.25,308449,358893.8,151003,20,-132,172,2
4.816,-7370.75,308311.2,359065.2,151004,22,-138,162,2
4.817,-7350.5,308172.8,359224.8,151004.8,20,-144,156,0
4.818,-7328,308033.5,359378.8,151005.5,22,-138,154,0
4.819,-7304,307890.8,359535,151006.2,24,-144,154,0
4.82,-7281.25,307745.5,359693.8,151007,20,-146,154,0
4.821,-7263.75,307591.2,359848.8,151008.2,14,-158,152,2
4.822,-7249.75,307431.5,359996,151009,14,-160,146,0
4.823,-7241.75,307272.8,360137.5,151010.2,-8,-162,144,0
4.824,-7267.5,307112.2,360275.2,151012,-28,-166,134,2
4.825,-7281,306943.2,360410,151013.8,-2,-172,132,2
4.826,-7279.25,306759.8,360538.5,151015,-4,-192,124,0
4.827,-7295.75,306565.2,360652.8,151014,-28,-200,106,0
4.828,-7332.5,306361.5,360749.2,151015.5,-40,-204,86,0
4.829,-7384,306147.8,360836.5,151015.2,-58,-218,90,-2
4.83,-7455.5,305920.5,360918.2,151014.8,-78,-236,78,0
4.831,-7548,305675.5,360986.8,151017,-96,-254,62,0
4.832,-7658,305411.5,361031.2,151015.5,-122,-272,34,-2
4.833,-7795.75,305127.2,361056.2,151014,-156,-292,18,0
4.834,-7964.5,304824.2,361056.2,151014.8,-182,-310,-26,0
4.835,-8156.75,304503.2,361007.5,151011.5,-202,-330,-54,-4
4.836,-8373.5,304165.8,360960.2,151008.2,-230,-342,-42,-2
4.837,-8627.75,303808.5,360913.5,151007.5,-274,-364,-62,2
4.838,-8925.5,303421.8,360825.5,151010.8,-312,-398,-116,4
4.839,-9263.75,302998.2,360694.8,151011.8,-358,-440,-144,-2
4.84,-9630.25,302548.5,360546.8,151008.5,-374,-458,-150,-2
4.841,-10025.75,302082.5,360378,151009.2,-408,-474,-182,2
4.842,-10460,301597,360174,151009.5,-458,-496,-222,0
4.843,-10941,301077.5,359935.2,151009.2,-500,-536,-252,0
4.844,-11467.25,300521.2,359670.5,151011,-542,-572,-274,0
4.845,-12027.75,299935.5,359387,151010.2,-574,-592,-292,-2
4.846,-12623.25,299327.5,359081.2,151010,-612,-614,-316,0
4.847,-13253.25,298701.5,358750,151010.5,-638,-638,-342,0
4.848,-13916,298051.8,358389.8,151010.2,-682,-660,-370,0
4.849,-14623,297371.8,358012.2,151011,-732,-694,-382,0
4.85,-15379.5,296657.8,357618.8,151010.5,-776,-726,-402,-2
4.851,-16173.25,295923.2,357205,151010.5,-808,-738,-422,2
4.852,-16989.5,295180,356767.5,151011.2,-826,-746,-448,0
4.853,-17839.25,294421.5,356306.8,151009.5,-872,-774,-464,-2
4.854,-18731.5,293628.8,355828.5,151010,-910,-808,-484,2
4.855,-19651,292803.2,355334.2,151010,-926,-832,-500,-2
4.856,-20598.75,291957.2,354823,151009.5,-972,-856,-518,0
4.857,-21591,291088.8,354290,151010.2,-1014,-886,-546,0
4.858,-22622.5,290186.2,353731.2,151009.5,-1046,-920,-566,0
4.859,-23681.75,289259.5,353148.5,151009.5,-1074,-940,-590,0
4.86,-24773.25,288320,352545.8,151010.5,-1110,-952,-610,0
4.861,-25904.5,287350.8,351924,151010.2,-1150,-982,-634,0
4.862,-27071.75,286354.8,351278.8,151010.8,-1174,-1004,-658,0
4.863,-28271.25,285337,350606,151010.5,-1218,-1028,-688,0
4.864,-29510.25,284283.5,349910.2,151010.5,-1250,-1074,-704,0
4.865,-30776.5,283196.5,349197.5,151011,-1270,-1094,-722,0
4.866,-32071,282090.2,348469.5,151011,-1312,-1118,-736,0
4.867,-33406.5,280963.8,347724,151010.8,-1350,-1130,-754,-2
4.868,-34782.75,279812,346961.2,151009.8,-1398,-1160,-772,-2
4.869,-36182,278633.2,346181.8,151010.5,-1404,-1194,-786,2
4.87,-37592.25,277436.8,345389.5,151012.5,-1418,-1204,-796,2
4.871,-39025,276227.5,344588.2,151012.2,-1448,-1212,-804,0
4.872,-40490,275000.5,343779,151011.8,-1482,-1234,-812,0
4.873,-41982.5,273748.8,342962.5,151012.8,-1504,-1262,-820,0
4.874,-43479.75,272483.8,342139,151013,-1500,-1272,-830,0
4.875,-44986,271209.2,341310,151013.2,-1516,-1278,-838,0
4.876,-46509.5,269933.8,340475.5,151013,-1532,-1274,-844,-2
4.877,-48052.75,268660.2,339631.5,151012.2,-1548,-1270,-848,0
4.878,-49602.75,267385.2,338780.2,151012,-1548,-1274,-854,0
4.879,-51150,266103.2,337930.8,151012.5,-1546,-1282,-842,2
4.88,-52695.75,264816.8,337085.8,151011.8,-1550,-1286,-844,-2
4.881,-54253,263533,336250.8,151012,-1562,-1282,-832,0
4.882,-55810.75,262253.8,335421.2,151012.2,-1554,-1274,-832,0
4.883,-57353,260984,334589.2,151012.2,-1532,-1262,-838,0
4.884,-58882.25,259719,333755,151011.8,-1532,-1264,-832,0
4.885,-60418,258458,332935.5,151011.8,-1538,-1262,-812,2
4.886,-61952.25,257204.5,332139,151012.2,-1530,-1246,-786,-4
4.887,-63470.5,255962.2,331356,151009.8,-1510,-1238,-782,0
4.888,-64964.75,254735,330577,151012.5,-1488,-1220,-780,2
4.889,-66452,253521.8,329797.2,151011.5,-1486,-1202,-782,-4
4.89,-67925.25,252318.5,329024,151009,-1468,-1200,-768,0
4.891,-69377.25,251127.5,328268.5,151012.2,-1442,-1184,-750,2
4.892,-70805.25,249946.2,327538.8,151011.2,-1416,-1174,-718,-4
4.893,-72204.5,248782,326830.5,151010.8,-1382,-1156,-694,2
4.894,-73567.75,247640.8,326137,151012.2,-1346,-1132,-686,0
4.895,-74893.25,246523.8,325457,151012,-1306,-1106,-674,0
4.896,-76193,245428,324786.5,151012,-1300,-1084,-664,0
4.897,-77511,244348.5,324132,151012.5,-1334,-1076,-648,0
4.898,-78854.75,243277.5,323500,151012,-1334,-1064,-622,0
4.899,-80147.5,242219.2,322892.5,151011.5,-1254,-1046,-596,0
4.9,-81361.75,241183.2,322312.8,151011.2,-1194,-1024,-568,-2
4.901,-82549,240174,321758.8,151011,-1190,-1000,-544,0
4.902,-83721.75,239190.8,321227,151010.8,-1152,-970,-522,0
4.903,-84843.5,238243.5,320723.5,151011,-1092,-922,-486,0
4.904,-85900,237339.2,320254.8,151010.8,-1034,-882,-454,0
4.905,-86926,236470.8,319820.2,151010.8,-1018,-858,-422,0
4.906,-87931.25,235625.2,319411,151010.2,-986,-832,-398,0
4.907,-88883.25,234811.2,319013.5,151010.5,-930,-798,-394,0
4.908,-89778,234033,318618.5,151010.5,-878,-760,-394,-2
4.909,-90629.75,233292.5,318230.8,151009.8,-834,-724,-376,-2
4.91,-91440.25,232583.2,317871,151009.8,-792,-698,-336,0
4.911,-92208,231893,317579,151010,-750,-680,-256,0
4.912,-92940,231222.5,317362.8,151009.8,-718,-660,-196,0
4.913,-93635.25,230577,317156.2,151010.2,-670,-638,-220,0
4.914,-94293.5,229955.8,316915.5,151009.2,-646,-610,-252,-2
4.915,-94924.5,229356.5,316676.8,151009.2,-620,-590,-216,0
4.916,-95523.75,228779.5,316488.8,151009.8,-578,-572,-168,0
4.917,-96077,228224.5,316329.8,151009.8,-536,-542,-156,0
4.918,-96596.5,227689.5,316167.2,151009,-510,-522,-164,0
4.919,-97098.75,227179.8,316007.5,151008.8,-494,-498,-152,2
4.92,-97569.5,226691,315866.5,151010,-442,-480,-134,2
4.921,-97986.25,226220.5,315745.5,151010.5,-390,-462,-116,0
4.922,-98362,225773.5,315640.2,151009,-366,-440,-98,-2
4.923,-98718.5,225351.8,315551.2,151008.8,-342,-416,-84,0
4.924,-99048.25,224949.8,315480.5,151010.5,-316,-392,-60,2
4.925,-99331.75,224564,315428.5,151010.2,-262,-380,-44,-2
4.926,-99576.25,224199.8,315402.5,151009.5,-234,-352,-12,0
4.927,-99792.25,223867,315434.5,151010.5,-208,-316,66,0
4.928,-99977,223566.5,315517.5,151010.5,-166,-288,92,0
4.929,-100125.5,223292,315611,151010,-130,-266,86,0
4.93,-100242,223036.5,315679.8,151011.2,-106,-246,54,4
4.931,-100328.5,222805,315719.5,151020,-78,-218,32,12
4.932,-100384.2,222604.2,315759,151029,-42,-192,50,8
4.933,-100415.2,222431,315828.8,151033.8,-20,-162,88,4
4.934,-100425.5,222273,315948,151036,-2,-152,142,2
4.935,-100417.5,222129.5,316105.5,151035.2,14,-138,168,0
4.936,-100394,222005.8,316272.2,151036.2,32,-114,162,2
4.937,-100340,221902.2,316414.2,151037.8,78,-98,120,2
4.938,-100233.8,221820,316519.2,151038.5,120,-70,92,2
4.939,-100121.8,221756.2,316603.2,151039.2,104,-54,86,2
4.94,-100038.2,221710.5,316722,151040,68,-38,152,0
4.941,-99989.75,221684.5,316898.2,151040.8,38,-20,188,0
4.942,-99954.25,221672.5,317068.5,151041.2,36,-8,150,0
4.943,-99889.75,221688.5,317189.2,151040.5,94,32,102,-2
4.944,-99747,221716.8,317290.2,151040.8,182,22,108,2
4.945,-99550.25,221733.2,317409,151043,204,16,122,2
4.946,-99376.5,221766,317529.5,151041.5,144,46,112,-2
4.947,-99257,221828.2,317626.5,151041.2,108,68,82,2
4.948,-99141.5,221898,317705.2,151042.5,126,68,76,2
4.949,-98994.25,221976,317775.8,151042,158,90,72,-2
4.95,-98835.5,222076.5,317846.2,151041.5,154,114,70,2
4.951,-98677.5,222189,317876,151042.5,154,106,4,0
4.952,-98520.75,222304,317875.2,151041.2,158,124,8,-2
4.953,-98375.25,222435.5,317899,151041,140,146,32,0
4.954,-98240.75,222590.5,317925.5,151041.2,136,166,16,0
4.955,-98107.75,222754.2,317922.5,151039.5,136,172,-14,-2
4.956,-97973.5,222932.5,317909.8,151038.8,132,188,-10,2
4.957,-97841.5,223139.5,317897.8,151035,128,222,-16,-12
4.958,-97706.75,223366.2,317877,151006.2,136,232,-22,-36
4.959,-97567,223607.5,317846,150965.8,146,246,-32,-42
4.96,-97432.25,223862.5,317806.5,150928.5,132,260,-42,-32
4.961,-97299,224128,317759.5,150903.8,128,266,-50,-18
4.962,-97160,224404.8,317707.2,150891.8,142,284,-60,-8
4.963,-97018.75,224696.2,317644.2,150885.8,138,298,-72,-8
4.964,-96884,224995.2,317563.5,150874.2,126,302,-88,-18
4.965,-96758.5,225291,317467,150845.8,118,288,-102,-38
4.966,-96638,225574,317359,150792.2,116,274,-110,-66
4.967,-96520.5,225842.5,317234.2,150711.2,118,264,-132,-92
4.968,-96410.75,226099.2,317087.8,150607.2,104,248,-158,-112
4.969,-96310.5,226322.2,316922,150487,96,198,-176,-122
4.97,-96218.75,226484.2,316737.5,150358.5,88,128,-194,-128
4.971,-96135.25,226582.8,316536.2,150225,82,86,-210,-136
4.972,-96059.5,226689,316323,150082,74,142,-216,-150
4.973,-95986,226875.8,316104,149920.5,74,200,-220,-174
4.974,-95907.75,227037.2,315877.2,149726,84,134,-232,-214
4.975,-95833,227116.5,315637,149486.2,70,46,-250,-262
4.976,-95768.25,227169.8,315383.8,149202.5,52,54,-256,-302
4.977,-95719.5,227216.2,315131,148884.2,42,36,-250,-332
4.978,-95685,227223.2,314889.5,148542,30,-14,-238,-342
4.979,-95658.75,227204.8,314648.8,148203.5,28,-16,-254,-326
4.98,-95619,227169.8,314341.2,147897.8,50,-52,-354,-298
4.981,-95548.75,227071,313940.2,147591.5,80,-130,-420,-320
4.982,-95473.25,226909.5,313539.5,147249.5,58,-172,-378,-364
4.983,-95450.75,226726.2,313198,146854.2,-2,-194,-328,-424
4.984,-95470.5,226511.8,312848.2,146387.2,-22,-238,-372,-498
4.985,-95464,226240.2,312448.5,145858.8,26,-290,-410,-544
4.986,-95428,225948,312054.8,145293,40,-292,-380,-580
4.987,-95378,225648.2,311686,144690.2,58,-314,-370,-620
4.988,-95301.25,225307,311303.8,144052.5,90,-362,-396,-648
4.989,-95217.25,224927.8,310900.8,143392.5,76,-384,-404,-672
4.99,-95144.75,224528.2,310507.2,142700.8,72,-416,-380,-712
4.991,-95058,224088,310131.2,141973.8,100,-460,-372,-742
4.992,-94933.25,223589.5,309746.5,141216,136,-522,-394,-772
4.993,-94798.25,223037,309337.2,140427.2,128,-572,-418,-800
4.994,-94675,222438.2,308916.8,139608.5,120,-614,-424,-832
4.995,-94542.25,221812.5,308501,138771.5,142,-636,-414,-842
4.996,-94388.5,221171,308084.5,137933.5,156,-650,-424,-844
4.997,-94235.5,220498.5,307651.2,137073.2,150,-694,-446,-878
4.998,-94087.25,219763.5,307194.5,136175.2,154,-760,-462,-916
4.999,-93921.5,218987.5,306731,135239.8,180,-782,-466,-954
5,-93732.5,218215,306261.2,134258,196,-776,-478,-1004
5.001,-93536,217422.8,305768.2,133228.5,200,-808,-510,-1042
5.002,-93338.5,216588,305233.2,132163,198,-850,-550,-1076
5.003,-93136,215732.5,304675,131068.8,208,-862,-554,-1104
5.004,-92921.5,214883,304170.5,129954.8,224,-842,-460,-1120
5.005,-92685.25,214038,303738.5,128823,246,-852,-440,-1144
5.006,-92431.75,213175.5,303259.8,127661.5,258,-872,-522,-1180
5.007,-92182.25,212283.8,302712.5,126467.2,240,-900,-564,-1206
5.008,-91945.5,211363.2,302158.5,125241.5,236,-928,-544,-1236
5.009,-91699.5,210434.5,301619.5,123987.8,258,-932,-548,-1262
5.01,-91434.25,209494.2,301052.8,122715.5,268,-950,-590,-1284
5.011,-91167.75,208532.8,300454.2,121425.2,262,-968,-600,-1298
5.012,-90923.25,207559.5,299849.5,120111.8,232,-980,-606,-1328
5.013,-90689.75,206575.8,299222,118759.2,238,-986,-644,-1370
5.014,-90436.75,205584.8,298568.5,117366,270,-996,-664,-1406
5.015,-90156.25,204584.5,297894.2,115944.8,286,-1008,-676,-1432
5.016,-89870.75,203565.8,297208.5,114498.8,282,-1030,-688,-1460
5.017,-89598.5,202523.2,296510.2,113018.2,266,-1052,-714,-1494
5.018,-89321.5,201465.8,295771.5,111504.2,282,-1060,-752,-1530
5.019,-89027.25,200402,295001.2,109958,302,-1064,-770,-1560
5.02,-88721.5,199341,294230.2,108389.8,312,-1064,-766,-1570
5.021,-88407.5,198274,293456.5,106812.8,316,-1072,-782,-1586
5.022,-88092.25,197184.2,292645.8,105205.8,310,-1100,-830,-1622
5.023,-87782.25,196067.5,291788.2,103571.5,310,-1126,-870,-1640
5.024,-87458.5,194935.8,290912,101919.5,338,-1134,-876,-1668
5.025,-87108.5,193802.2,290019,100230.5,364,-1130,-906,-1706
5.026,-86751.75,192676,289093.8,98508,348,-1126,-934,-1734
5.027,-86412,191546.8,288158.8,96755,338,-1134,-932,-1766
5.028,-86068.5,190397,287211.5,94961.75,352,-1158,-962,-1806
5.029,-85698,189222,286234.8,93139.25,382,-1186,-986,-1836
5.03,-85319.5,188039.2,285236.8,91291,380,-1182,-1006,-1864
5.031,-84943,186863,284216,89403.5,382,-1176,-1034,-1902
5.032,-84548.25,185687,283163,87492,410,-1184,-1064,-1912
5.033,-84134.75,184480.8,282099.2,85571,422,-1230,-1058,-1932
5.034,-83715,183252.5,281040.2,83623.75,424,-1228,-1062,-1960
5.035,-83293.25,182033,279970,81640,426,-1216,-1078,-2002
5.036,-82856.75,180805.2,278876.5,79617.25,444,-1242,-1104,-2040
5.037,-82416.5,179545.5,277762,77559.25,424,-1274,-1122,-2072
5.038,-82006.75,178250,276634.2,75461.5,396,-1312,-1136,-2118
5.039,-81599.5,176911.8,275488,73316.5,424,-1352,-1150,-2160
5.04,-81165.75,175573,274316.2,71167.5,446,-1324,-1180,-2134
5.041,-80700.25,174276,273142.5,69035.5,484,-1282,-1164,-2144
5.042,-80186.5,172976.8,271999.5,66863,534,-1320,-1132,-2198
5.043,-79639.5,171624,270869.8,64664.5,554,-1356,-1130,-2196
5.044,-79094,170275.2,269728.8,62466.75,540,-1330,-1150,-2202
5.045,-78542,168950.5,268571,60238.5,576,-1330,-1164,-2238
5.046,-77934,167598.2,267427,57982.25,630,-1370,-1128,-2250
5.047,-77272,166205.2,266295.2,55702.5,674,-1398,-1134,-2296
5.048,-76606.75,164794.2,265138,53394.75,656,-1410,-1172,-2322
5.049,-75960,163372.5,263951,51051,646,-1430,-1186,-2366
5.05,-75303.5,161918.8,262778,48646,672,-1468,-1156,-2436
5.051,-74624,160422.2,261612.5,46186.25,690,-1508,-1170,-2476
5.052,-73938.5,158883.2,260423.5,43684,682,-1568,-1204,-2524
5.053,-73261.5,157303.5,259201.2,41129,674,-1590,-1234,-2572
5.054,-72583,155708.8,257958.2,38548,682,-1594,-1244,-2586
5.055,-71895.25,154108.5,256717.5,35949,694,-1614,-1240,-2620
5.056,-71201.5,152459.5,255475.5,33304.25,702,-1672,-1242,-2664
5.057,-70505,150761.5,254222.8,30616.25,698,-1716,-1266,-2704
5.058,-69797,149054.8,252958.5,27897,718,-1698,-1270,-2724
5.059,-69071,147352.8,251688.2,25169.25,736,-1706,-1266,-2720
5.06,-68329.25,145635.2,250423.5,22460,746,-1728,-1264,-2696
5.061,-67577.5,143911.5,249158.5,19754.75,758,-1734,-1264,-2720
5.062,-66801.25,142198.8,247896.5,17012.5,792,-1706,-1262,-2758
5.063,-65988,140483,246638,14234.5,822,-1722,-1248,-2786
5.064,-65155.5,138752,245376.8,11447.5,840,-1726,-1260,-2788
5.065,-64309.25,137026.8,244116,8635,854,-1716,-1260,-2824
5.066,-63436,135306.5,242861.5,5779,890,-1726,-1248,-2872
5.067,-62533.25,133561.2,241607.5,2889.5,910,-1752,-1262,-2900
5.068,-61617.25,131800,240332.8,-43.75,912,-1764,-1294,-2954
5.069,-60697.75,130044.8,239036,-3013.75,922,-1744,-1296,-2986
5.07,-59769,128286.2,237753.2,-6025.25,938,-1764,-1274,-3030
5.071,-58819.5,126503,236467.8,-9070,960,-1790,-1292,-3058
5.072,-57850,124713,235157.8,-12147,976,-1792,-1322,-3094
5.073,-56875,122917.8,233818.8,-15252.75,970,-1800,-1352,-3118
5.074,-55899,121089.8,232458,-18392.5,976,-1840,-1356,-3156
5.075,-54911,119237.8,231097,-21563.75,996,-1850,-1362,-3174
5.076,-53903.75,117393.8,229749,-24757.25,1014,-1840,-1352,-3198
5.077,-52882,115545.5,228386.2,-27964,1028,-1868,-1370,-3210
5.078,-51844.75,113663.5,226989.2,-31187.5,1052,-1886,-1410,-3230
5.079,-50784.75,111778.8,225588,-34425.75,1080,-1872,-1400,-3242
5.08,-49689,109920,224206.5,-37681.5,1108,-1856,-1374,-3268
5.081,-48573.25,108055,222826.8,-40964,1116,-1884,-1388,-3274
5.082,-47453.5,106168.5,221428,-44282,1134,-1890,-1416,-3324
5.083,-46300,104284,220005.5,-47626.25,1186,-1884,-1424,-3350
5.084,-45083,102401.8,218591.2,-50981.5,1246,-1882,-1396,-3368
5.085,-43831,100506.8,217193.8,-54367.5,1256,-1900,-1390,-3420
5.086,-42590,98619.75,215783,-57809.75,1236,-1874,-1424,-3458
5.087,-41356.75,96747.25,214339.8,-61297,1246,-1872,-1446,-3510
5.088,-40075,94863.5,212900.8,-64822,1314,-1898,-1430,-3540
5.089,-38738.75,92964.5,211471.5,-68394,1348,-1898,-1430,-3592
5.09,-37390,91065.75,210029.2,-72014,1346,-1902,-1460,-3644
5.091,-36053.25,89145.5,208552.5,-75681.75,1330,-1920,-1488,-3664
5.092,-34705.5,87198.25,207072,-79370,1362,-1958,-1470,-3694
5.093,-33321,85247.75,205608.5,-83059.75,1404,-1940,-1456,-3692
5.094,-31900,83304.75,204138.8,-86767.75,1434,-1940,-1480,-3694
