"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582943910000000"
"StartRawTime","1775582943910000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1363","2026-04-07","17:29:04.31","1775582944314000000","","213.2019152789025","-24.217700621518645","-710","168.54871422671636","-1334.1386948656861","0","1226.7779471386575","1988.3135898766113","1","0","1344.7433681581758","-1820.4652215116539","1","0","0","0","0","0","0"
"1364","2026-04-07","17:29:04.31","1775582944316000000","","213.54390846004392","-26.877044747515924","-710","170.99659057070937","-1329.6720629986396","0","1223.9381719965081","2233.3159335232722","1","0","1340.6221052578032","-2060.6314501862926","1","0","0","0","0","0","0"
"1365","2026-04-07","17:29:04.31","1775582944318000000","","213.89078446758967","-29.526480593611666","-710","173.43800377287266","-1324.7179230478707","0","1220.7066010816447","2477.0699753844383","1","0","1336.0233219509992","-2299.39165340204","1","0","0","0","0","0","0"
"1366","2026-04-07","17:29:04.32","1775582944320000000","","214.24252880758334","-32.165038691646402","-710","175.87216999683619","-1319.2790490173677","0","1217.0831119817649","2719.4370152515148","1","0","1330.9501227903193","-2536.5995803399528","1","0","0","0","0","0","0"
"1367","2026-04-07","17:29:04.32","1775582944322000000","","214.59912541815493","-34.791755676269503","-710","178.29830528579294","-1313.3584923115507","0","1213.0676444783717","2960.2783529085173","1","0","1325.4059057491238","-2772.1085205977261","1","0","0","0","0","0","0"
"1368","2026-04-07","17:29:04.32","1775582944324000000","","214.96055667007451","-37.405674839739675","-710","180.71562595979174","-1306.9595817350857","0","1208.6603369994009","3199.455288232457","1","0","1319.3943632421619","-3005.7712534809298","1","0","0","0","0","0","0"
"1369","2026-04-07","17:29:04.32","1775582944326000000","","215.3268033675439","-40.005846686726244","-710","183.12334873469638","-1300.0859234932846","0","1203.8613874523207","3436.8291209005974","1","0","1312.9194831813547","-3237.4400304036044","1","0","0","0","0","0","0"
"1370","2026-04-07","17:29:04.32","1775582944328000000","","215.6978447497936","-42.59132948910954","-710","185.52069112485015","-1292.7414011916483","0","1198.6711950768836","3672.2611508181444","1","0","1305.9855501460911","-3466.9665176318176","1","0","0","0","0","0","0"
"1371","2026-04-07","17:29:04.33","1775582944330000000","","216.07365849290687","-45.161189840782043","-710.00019340410142","187.90687155663477","-1284.9301758362515","-0.096702050711883203","1193.0902158923118","3905.6126776984001","1","-48.351025355941601","1298.5971501986551","-3694.199973718014","1","0","0","0","0","0","0"
"1372","2026-04-07","17:29:04.33","1775582944332000000","","216.45422071246011","-47.714503212448761","-710.00153417242029","190.28110977662038","-1276.656685833359","-0.67038415943443397","1187.1191099928069","4136.7450014462293","1","-286.84105436127538","1290.7593283163826","-3918.9109411362324","1","0","0","0","0","0","0"
"1373","2026-04-07","17:29:04.33","1775582944334000000","","216.83950596637928","-50.250354506428295","-710.00513395255041","192.64262695958223","-1267.9256469897666","-1.7998900650582073","1180.7585914809238","4365.5194217961935","1","-564.75295281188664","1282.4780183771388","-4140.6549696218917","1","0","0","0","0","0","0"
"1374","2026-04-07","17:29:04.33","1775582944336000000","","217.22948725862366","-52.767838611453726","-710.0120658314288","194.99064612219286","-1258.7420525127156","-3.4659394391951537","1174.0095813053131","4591.797238525487","1","-833.02468706847321","1273.7601499400391","-4358.9342185498481","1","0","0","0","0","0","0"
"1375","2026-04-07","17:29:04.33","1775582944338000000","","217.62413604307477","-55.26606095747303","-710.02336477856147","197.32439222555342","-1249.111173009652","-5.6494735663363826","1166.8730516802839","4815.4397515318124","1","-1091.7670635706145","1264.613599031858","-4573.2754540905489","1","0","0","0","0","0","0"
"1376","2026-04-07","17:29:04.34","1775582944340000000","","218.02342222826337","-57.744138070450475","-710.04002808924963","199.64309259430024","-1239.0385564887224","-8.331655344079536","1159.3501843734089","5036.3082604648071","1","-1341.0908888715767","1255.0471406951397","-4783.2291683591848","1","0","0","0","0","0","0"
"1377","2026-04-07","17:29:04.34","1775582944342000000","","218.42731418229079","-60.201198127166748","-710.06301582781555","201.94597701370753","-1228.5300283581364","-11.493869282958258","1151.4422097036459","5254.2640652930004","1","-1581.1069694393609","1245.0704065396294","-4988.3670777551288","1","0","0","0","0","0","0"
"1378","2026-04-07","17:29:04.34","1775582944344000000","","218.83577873859946","-62.636381510020271","-710.09325127082832","204.2322781543362","-1217.5916914267616","-15.117721506385351","1143.150570314333","5469.1684656874031","1","-1811.9261117135466","1234.693847062962","-5188.2797383336765","1","0","0","0","0","0","0"
"1379","2026-04-07","17:29:04.34","1775582944346000000","","219.2487812019265","-65.048841361827726","-710.13162135032997","206.5012316635233","-1206.2299259037275","-19.185039750823307","1134.4767545935497","5680.8827615170685","1","-2033.6591222189782","1223.9286983213135","-5382.5743708242726","1","0","0","0","0","0","0"
"1380","2026-04-07","17:29:04.34","1775582944348000000","","219.66628535511759","-67.437744140624972","-710.17897709706131","208.75207659554462","-1194.4513893986225","-23.677873365670621","1125.4224660106615","5889.2682525524833","1","-2246.4168074236568","1212.7869527688581","-5570.8727762277022","1","0","0","0","0","0","0"
"1381","2026-04-07","17:29:04.35","1775582944350000000","","220.08825346611312","-69.802270174467537","-710.23613408368817","210.98405549776089","-1182.2630169212828","-28.578493313432318","1115.9894511081347","6094.1862386698631","1","-2450.3099738808487","1201.2813338823516","-5752.8094432532271","1","0","0","0","0","0","0"
"1382","2026-04-07","17:29:04.35","1775582944352000000","","220.51464629580539","-72.141614216232028","-710.30387286802682","213.19641484613783","-1169.6720208822455","-33.869392169322055","1106.1796741884677","6295.4980195186181","1","-2645.4494279448681","1189.4252744346413","-5928.0297238551611","1","0","0","0","0","0","0"
"1383","2026-04-07","17:29:04.35","1775582944354000000","","220.94542310605692","-74.454985998416532","-710.38293943627036","215.38840512576485","-1156.6858910922519","-39.533284121773704","1095.9951398135104","6493.0648949967917","1","-2831.9459762258248","1177.2328980571135","-6096.1881887639038","1","0","0","0","0","0","0"
"1384","2026-04-07","17:29:04.35","1775582944356000000","","221.38054166857773","-76.741610787941255","-710.47404564621422","217.55928126040658","-1143.3123947623612","-45.55310497192977","1085.4380673208652","6686.7481649453566","1","-3009.9104250780329","1164.7190039886761","-6256.9470342186833","1","0","0","0","0","0","0"
"1385","2026-04-07","17:29:04.35","1775582944358000000","","221.81995827409452","-79.000729940949583","-710.57786967048276","219.70830275839148","-1129.5595765041639","-51.912012134266661","1074.5107489924521","6876.4091290986471","1","-3179.4535811684455","1151.8990546819055","-6409.9746533853477","1","0","0","0","0","0","0"
"1386","2026-04-07","17:29:04.36","1775582944360000000","","222.26362774203287","-81.231601457608889","-710.69505643975458","221.83473396917464","-1115.435758329653","-58.593384635912571","1063.2156053915764","7061.909087255458","1","-3340.6862508229551","1138.7891661228232","-6554.9442795411323","1","0","0","0","0","0","0"
"1387","2026-04-07","17:29:04.36","1775582944362000000","","222.71150343096048","-83.43350053691114","-710.82621808598867","223.93784446380494","-1100.9495396511254","-65.580823117045384","1051.5552473151502","7243.1093392638104","1","-3493.7192405664064","1125.4061006595928","-6691.5327316152116","1","0","0","0","0","0","0"
"1388","2026-04-07","17:29:04.36","1775582944364000000","","223.16353724918568","-85.605720131473987","-710.97193438565057","226.01690911260164","-1086.1097972814234","-72.858149830949515","1039.5323243983512","7419.8711848509902","1","-3638.6633569520654","1111.7672620437688","-6819.4193079119714","1","0","0","0","0","0","0"
"1389","2026-04-07","17:29:04.36","1775582944366000000","","223.61967966626773","-87.74757150234106","-711.13275320293781","228.07120854102436","-1070.9256854335365","-80.409408643618008","1027.1497142113617","7592.0559239434624","1","-3775.6294063342466","1097.8906925942445","-6938.2847247621839","1","0","0","0","0","0","0"
"1390","2026-04-07","17:29:04.36","1775582944368000000","","224.07987972464724","-89.858384773783627","-711.30919093300645","230.10002918975658","-1055.4066357212832","-88.21886503432097","1014.4103243661107","7759.5248561266317","1","-3904.7281953514812","1083.7950720987747","-7047.8102477349012","1","0","0","0","0","0","0"
"1391","2026-04-07","17:29:04.37","1775582944370000000","","224.54408505220016","-91.937509488100261","-711.50173294519664","232.10266377645894","-1039.5623571583171","-96.271006095093981","1001.3172933511783","7922.1392814830551","1","-4026.0705303865052","1069.4997183577218","-7147.6768705264249","1","0","0","0","0","0","0"
"1392","2026-04-07","17:29:04.37","1775582944372000000","","225.0122418749005","-93.984315160418703","-711.71083402625857","234.07841135016838","-1023.4028361592209","-104.55054053096546","987.87378685472049","8079.7604995481151","1","-4139.7672179357414","1055.0245889287478","-7237.5647144870072","1","0","0","0","0","0","0"
"1393","2026-04-07","17:29:04.37","1775582944374000000","","225.48429503041774","-95.998191833495866","-711.93691882357859","236.02657775862212","-1006.9383365385818","-113.04239866001353","974.08320422687211","8232.2498103195576","1","-4245.9290645240344","1040.3902839292293","-7317.1524997592314","1","0","0","0","0","0","0"
"1394","2026-04-07","17:29:04.37","1775582944376000000","","225.9601879818118","-97.978550632519131","-712.18038228840499","237.94647569702931","-990.17939951163214","-121.73173241319546","959.94896920359452","8379.4685134748197","1","-4344.6668765909635","1025.6180493683655","-7386.117280431904","1","0","0","0","0","0","0"
"1395","2026-04-07","17:29:04.37","1775582944378000000","","226.4398628321741","-99.924824319906833","-712.44159011907391","239.83742518115037","-973.13684369385101","-130.60391533446136","945.47474206052584","8521.2779088905681","1","-4436.0914606329516","1010.7297807884388","-7444.1342899633582","1","0","0","0","0","0","0"
"1396","2026-04-07","17:29:04.38","1775582944380000000","","226.92326033935456","-101.83646785010936","-712.72087920423564","241.69875359022797","-955.8217651012626","-139.64454258086789","930.66420453880028","8657.5392962942024","1","-4520.3136232032648","995.74802656143027","-7490.877113504268","1","0","0","0","0","0","0"
"1397","2026-04-07","17:29:04.38","1775582944382000000","","227.41031993164651","-103.71295892440955","-713.01855806608012","243.52979614597814","-938.24553715009529","-148.83943092223717","915.52127787508653","8788.1139755836557","1","-4597.4441706846392","980.69599050379929","-7526.0180288154852","1","0","0","0","0","0","0"
"1398","2026-04-07","17:29:04.38","1775582944384000000","","227.90097972354559","-105.55379854572382","-713.334907303563","245.32989594953847","-920.41981065713685","-158.17461874144101","900.04990178016442","8912.863246479219","1","-4667.5939096019192","965.59753298707801","-7549.2287583606412","1","0","0","0","0","0","0"
"1399","2026-04-07","17:29:04.38","1775582944386000000","","228.39517653247844","-107.35851157340295","-713.67018003563157","247.09840446642772","-902.35651383956395","-167.63636603428722","884.25425844462779","9031.6484087864519","1","-4730.873646423106","950.47717004446088","-7560.1814713085669","1","0","0","0","0","0","0"
"1400","2026-04-07","17:29:04.38","1775582944388000000","","228.89284589559372","-109.12664727803292","-714.02460234445118","248.83468155763921","-884.06785231498475","-177.21115440980384","868.13854560574555","9144.3307622895991","1","-4787.3941877583093","935.36006943314442","-7558.5503056582293","1","0","0","0","0","0","0"
"1401","2026-04-07","17:29:04.39","1775582944390000000","","229.39392208753446","-110.85777989623512","-714.39837371863018","250.53809597037002","-865.56630910109789","-186.88568708950015","851.70720636540409","9250.77160694343","1","-4837.2663398481563","920.27204294288447","-7544.0132451299742","1","0","0","0","0","0","0"
"1402","2026-04-07","17:29:04.39","1775582944392000000","","229.89833813826107","-112.55150918546792","-714.79166749644685","252.20802536330211","-846.86464461640298","-196.64688890833304","834.9646964660451","9350.832242347451","1","-4880.6009094164438","905.23953364634315","-7516.2546482706603","1","0","0","0","0","0","0"
"1403","2026-04-07","17:29:04.39","1775582944394000000","","230.40602585186758","-114.20746097882721","-715.20463130907478","253.84385680325749","-827.97589667964644","-206.48190631396801","817.91571997769097","9444.3739683782715","1","-4917.5087028174858","890.28959712796131","-7474.9682591909159","1","0","0","0","0","0","0"
"1404","2026-04-07","17:29:04.39","1775582944396000000","","230.91691582543652","-115.82528773984683","-715.63738752380891","255.44498678446814","-808.91338050980721","-216.37810736706342","800.5649906053236","9531.2580849196129","1","-4948.1005265477052","875.44987508644579","-7419.861020757764","1","0","0","0","0","0","0"
"1405","2026-04-07","17:29:04.39","1775582944398000000","","231.43093746889909","-117.40466911729993","-716.09003368729179","257.01082173128498","-789.69068872655157","-226.323081741441","782.91747340841766","9611.3458916278196","1","-4972.4871871887899","860.74856007857989","-7350.65750393295","1","0","0","0","0","0","0"
"1406","2026-04-07","17:29:04.40","1775582944400000000","","231.9480190249219","-118.94531249999966","-716.56264296873894","258.54077801140818","-770.32169134986361","-236.30464072357427","764.9781400616007","9684.4986883439778","1","-4990.7794910666325","846.21434949211095","-7267.1052932344646","1","0","0","0","0","0","0"
"1407","2026-04-07","17:29:04.40","1775582944402000000","","232.46808758977872","-120.44695357159952","-717.05526460316526","260.03428242840698","-750.82053579993158","-246.31081721315695","746.7522084994016","9750.5777749660174","1","-5003.0882447913427","831.87638726746297","-7168.9811123239906","1","0","0","0","0","0","0"
"1408","2026-04-07","17:29:04.40","1775582944404000000","","232.99106913443038","-121.90935686539478","-717.56792433461078","261.4907723258284","-731.20164689763101","-256.32986572276195","728.2449487107101","9809.4444511502843","1","-5009.5242548024999","817.76419125492112","-7056.0980062709286","1","0","0","0","0","0","0"
"1409","2026-04-07","17:29:04.40","1775582944406000000","","233.51688852611736","-123.33231631912213","-718.10062485936658","262.90969584349","-711.47972686367211","-266.35026237789816","709.46175883079832","9860.9600169794467","1","-5010.198327568105","803.90756444711792","-6928.3134039015977","1","0","0","0","0","0","0"
"1410","2026-04-07","17:29:04.40","1775582944408000000","","234.04546955079752","-124.71565582976228","-718.65334626920082","264.29051234008227","-691.66975532007768","-276.36070491712417","690.40824829613712","9904.9857717972136","1","-5005.2212696130027","790.33648818703114","-6785.5381300433919","1","0","0","0","0","0","0"
"1411","2026-04-07","17:29:04.41","1775582944410000000","","234.57673493561327","-126.05922980833918","-719.22604649458492","265.6326924078769","-671.78698928844938","-286.35011269204824","671.0900338973147","9941.3830158141536","1","-4994.7038874620375","777.08099532278209","-6627.7464321245243","1","0","0","0","0","0","0"
"1412","2026-04-07","17:29:04.41","1775582944412000000","","235.11060637240462","-127.36292373472213","-719.81866174791867","266.93571839567198","-651.84696319147406","-296.3076266668736","651.51299389754058","9970.0130484876572","1","-4978.7569874126802","764.1710219566794","-6454.9866830513447","1","0","0","0","0","0","0"
"1413","2026-04-07","17:29:04.41","1775582944414000000","","235.64700454120833","-128.62665471242519","-720.43110696675717","268.19908440185714","-631.86548885153115","-306.22260941925106","631.68300309257575","9990.7371699714531","1","-4957.4913761887274","751.63623608439343","-6267.3929361429828","1","0","0","0","0","0","0"
"1414","2026-04-07","17:29:04.41","1775582944416000000","","236.1858491348147","-129.85037202340845","-721.06327625703614","269.42229680318519","-611.85865549163054","-316.0846451394832","611.60620066402771","10003.416679950305","1","-4931.0178601160715","739.50584257846299","-6065.1967529652211","1","0","0","0","0","0","0"
"1415","2026-04-07","17:29:04.41","1775582944418000000","","236.72705888329872","-131.03405768287985","-721.71504333629809","270.60487424201085","-591.8428297356968","-325.88353963097916","591.28871941283023","10007.912877966874","1","-4899.4472457479787","727.80836384003408","-5848.739369214456","1","0","0","0","0","0","0"
"1416","2026-04-07","17:29:04.42","1775582944420000000","","237.27055157962064","-132.1777269940942","-722.38626197691826","271.74634816095988","-571.8346556071765","-335.60932031008406","570.73695947451597","10004.087064260148","1","-4862.8903395524503","716.57139698092362","-5618.4834295552264","1","0","0","0","0","0","0"
"1417","2026-04-07","17:29:04.42","1775582944422000000","","237.8162441051893","-133.28142910315592","-723.07676644933053","272.84626278432711","-551.85105453085725","-345.25223620613588","549.95731168361317","9991.8005381596231","1","-4821.457948025909","705.82134857733706","-5375.0242017932806","1","0","0","0","0","0","0"
"1418","2026-04-07","17:29:04.42","1775582944424000000","","238.36405245650613","-134.34524755381847","-723.78637196525301","273.90417565841574","-531.90922533127605","-354.80275796123806","528.9564370443145","9970.9145997906035","1","-4775.2608775510907","695.58314994868545","-5119.0993143258083","1","0","0","0","0","0","0"
"1419","2026-04-07","17:29:04.42","1775582944426000000","","238.91389177176075","-135.36930084228476","-724.51487512091489","274.91965762730786","-512.02664423314559","-364.25157783094164","507.74098444605897","9941.2905490652283","1","-4724.4099348517921","685.87995633850028","-4851.5968050925831","1","0","0","0","0","0","0"
"1420","2026-04-07","17:29:04.42","1775582944428000000","","239.46567635851869","-136.35374297201002","-725.26205434028145","275.89229337897336","-492.22106486263328","-373.58960968327892","486.31787583275354","9902.7896852561516","1","-4669.0159261686404","676.73283554421891","-4573.5603971406817","1","0","0","0","0","0","0"
"1421","2026-04-07","17:29:04.43","1775582944430000000","","240.01931972134901","-137.29876400850037","-726.02767031828034","276.82168141515717","-472.51051824517276","-382.80798899944557","464.69401809190458","9855.2733087302604","1","-4609.1896580833236","668.16045198412939","-4286.19178004476","1","0","0","0","0","0","0"
"1422","2026-04-07","17:29:04.43","1775582944432000000","","240.57473459055555","-138.2045906341146","-726.8114664640276","277.70743460327196","-452.91331280711233","-391.8980728736301","442.87659405739532","9798.6027190302138","1","-4545.0419370922646","660.17875433393715","-3990.8488250961227","1","0","0","0","0","0","0"
"1423","2026-04-07","17:29:04.43","1775582944434000000","","241.13183295083707","-139.07148670286568","-727.61316934405363","278.54918014075736","-433.44803437554447","-400.85144001301387","420.87276874269719","9732.6392157839327","1","-4476.6835696918861","652.80067495493449","-3689.0396895013282","1","0","0","0","0","0","0"
"1424","2026-04-07","17:29:04.43","1775582944436000000","","241.69052607106167","-139.89975379521985","-728.43248912552895","279.34656011230174","-414.13354617708364","-409.65989073765741","398.68998577219372","9657.2440992304109","1","-4404.2253623217675","646.03585101368162","-3382.4119706264355","1","0","0","0","0","0","0"
"1425","2026-04-07","17:29:04.43","1775582944438000000","","242.25072453395941","-140.68973177289877","-729.26912001949029","280.09923144887239","-394.98898883945799","-418.31544698067091","376.33566828532139","9572.2786688128272","1","-4327.7781215067535","639.89037650624584","-3072.7372537178894","1","0","0","0","0","0","0"
"1426","2026-04-07","17:29:04.44","1775582944440000000","","242.81233826694029","-141.44179933367957","-730.12274072406638","280.80686649043685","-376.03378039040081","-426.81035228804376","353.81752078222917","9477.6042245285898","1","-4247.4526536864232","634.36659518224815","-2761.8906619988479","1","0","0","0","0","0","0"
"1427","2026-04-07","17:29:04.44","1775582944442000000","","243.37527657281885","-142.15637456619652","-730.99301486770401","281.46915293928032","-357.28761625847483","-435.137071818815","331.14322442173716","9373.0820659629899","1","-4163.3597653856214","629.46294256220642","-2451.8263100208628","1","0","0","0","0","0","0"
"1428","2026-04-07","17:29:04.44","1775582944444000000","","243.93944816167598","-142.83391550474084","-731.87959145239392","282.08579442856774","-338.7704692721627","-443.2882923449597","308.32074464370862","9258.5734931560637","1","-4075.610263072349","625.17384494185922","-2144.5488101736032","1","0","0","0","0","0","0"
"1429","2026-04-07","17:29:04.44","1775582944446000000","","244.50476118261571","-143.47492068406245","-732.78210529689693","282.65651046986306","-320.50258966080492","-451.2569222515026","285.35802064766358","9133.9398056788923","1","-3984.3149532714506","621.48968034085715","-1842.0823005010334","1","0","0","0","0","0","0"
"1430","2026-04-07","17:29:04.44","1775582944448000000","","245.0711232566299","-144.07992969416955","-733.7001774799694","283.18103700709685","-302.5045050535482","-459.03609153623393","262.26326861689131","8999.0423036283573","1","-3889.5846423656621","618.39680515908935","-1546.4375908838974","1","0","0","0","0","0","0"
"1431","2026-04-07","17:29:04.45","1775582944450000000","","245.63844150958943","-144.64952373513091","-734.63341578358973","283.65912647976188","-284.79702048068134","-466.61915181016411","239.04473633251655","8853.7422864334294","1","-3791.5301369650933","615.87764673348238","-1259.5792128034873","1","0","0","0","0","0","0"
"1432","2026-04-07","17:29:04.45","1775582944452000000","","246.20662260574812","-145.18432617187494","-735.58141513618398","284.09054807934808","-267.40121837201514","-473.99967629712592","215.7107997931007","8697.9010543331005","1","-3690.2622434809018","613.91086016183385","-983.39328582426333","1","0","0","0","0","0","0"
"1433","2026-04-07","17:29:04.45","1775582944454000000","","246.77557278217301","-145.68500308899155","-736.54375805585198","284.47508821244583","-250.3384585583035","-481.17145983400178","192.27006654887191","8531.3799068558183","1","-3585.8917684379321","612.47154497626309","-719.65759278538144","1","0","0","0","0","0","0"
"1434","2026-04-07","17:29:04.45","1775582944456000000","","247.34519788308242","-146.15226384553364","-737.52001509359286","284.81255045470277","-233.63037827104449","-488.12851887043962","168.73112112847366","8354.0401436295033","1","-3478.5295182189202","611.53151470895841","-470.01513365233905","1","0","0","0","0","0","0"
"1435","2026-04-07","17:29:04.45","1775582944458000000","","247.91540339535931","-146.58686162981729","-738.5097452765317","285.10275613844271","-217.29889214182663","-494.86509146942126","145.10284186997069","8165.7430646089324","1","-3368.2862994908191","611.05961152643704","-235.95159126068666","1","0","0","0","0","0","0"
"1436","2026-04-07","17:29:04.46","1775582944460000000","","248.48609448392196","-146.9895940142207","-739.51249655114475","285.34554428132708","-201.3661922017036","-501.37563730652346","121.39407144218239","7966.3499700615148","1","-3255.2729185510998","611.02205581103431","-18.777857701365974","1","0","0","0","0","0","0"
"1437","2026-04-07","17:29:04.46","1775582944462000000","","249.05717602828028","-147.3613035099882","-740.52780622648595","285.54077217916074","-185.85474788375222","-507.65483767060005","97.613948916830395","7755.7221589756864","1","-3139.6001820382935","611.38282123230101","180.38271063335287","1","0","0","0","0","0","0"
"1438","2026-04-07","17:29:04.46","1775582944464000000","","249.6285526589393","-147.70287812202861","-741.55520141741249","285.68831532950867","-170.78730602020187","-513.69759546327032","73.771575173964266","7533.7209317751785","1","-3021.3788963351362","612.10402465446714","360.60171108306349","1","0","0","0","0","0","0"
"1439","2026-04-07","17:29:04.46","1775582944466000000","","250.20012879499848","-148.01525190371706","-742.59419948781067","285.78806802958923","-156.18689084422499","-519.49903519908958","49.876350040278794","7300.2075879884387","1","-2900.7198679096291","613.14632207365958","521.1487095962184","1","0","0","0","0","0","0"
"1440","2026-04-07","17:29:04.46","1775582944468000000","","250.771808681588","-148.2994055116958","-743.64430849382245","285.8399432947607","-142.07680398936873","-525.05450300589018","25.937632585737447","7055.0434274281315","1","-2777.7339034003035","614.46930154512017","661.48973573029934","1","0","0","0","0","0","0"
"1441","2026-04-07","17:29:04.47","1775582944470000000","","251.34349642851089","-148.5563667606753","-744.70502762707065","285.84387346144524","-128.48062448975384","-530.35956662409944","1.9650833422701908","6798.0897498074455","1","-2652.5318091046302","616.03186668744854","781.28257116418354","1","0","0","0","0","0","0"
"1442","2026-04-07","17:29:04.47","1775582944472000000","","251.91509604871263","-148.78721117823352","-745.77584765788549","285.79981010086897","-115.42220877910836","-535.41001540742172","-22.031680288137068","6529.2078553227384","1","-2525.2243916611405","617.79260462692207","880.36896973676448","1","0","0","0","0","0","0"
"1443","2026-04-07","17:29:04.47","1775582944474000000","","252.48651149796564","-148.99306255961847","-746.85625137853003","285.70772462650496","-102.92569069247293","-540.20186032227002","-46.042737182006022","6248.2590433177165","1","-2395.9224574241489","619.71013515305583","958.76526306687992","1","0","0","0","0","0","0"
"1444","2026-04-07","17:29:04.47","1775582944476000000","","253.05764671437186","-149.17509352254797","-747.94571404642647","285.56760820310956","-91.015481464751247","-544.73133394822071","-70.05821169769888","5955.1046138608399","1","-2264.7368129753431","621.74343816892269","1016.6515079334317","1","0","0","0","0","0","0"
"1445","2026-04-07","17:29:04.47","1775582944478000000","","253.62840565909045","-149.33452606201104","-749.04370382738205","285.37947235929551","-79.716269731534339","-548.99489047778616","-94.067921907026175","5649.6058666084537","1","-2131.7782647827244","623.85215930915638","1054.3605701168417","1","0","0","0","0","0","0"
"1446","2026-04-07","17:29:04.48","1775582944480000000","","254.19869235687301","-149.47263210506878","-750.14968223881465","285.14334889128179","-69.05302152887316","-552.98920571630106","-118.06173400685793","5331.6241013305898","1","-1997.1576192574503","625.99689363282607","1072.3671618348476","1","0","0","0","0","0","0"
"1447","2026-04-07","17:29:04.48","1775582944482000000","","254.76841093783426","-149.59073406565386","-751.26310459297906","284.8592904806253","-59.050980292539634","-556.71117708220663","-142.02920532824237","5001.0206181667627","1","-1860.9856829527871","628.13944975211609","1071.2780596450102","1","0","0","0","0","0","0"
"1448","2026-04-07","17:29:04.48","1775582944484000000","","255.33746567902006","-149.69020539937293","-752.38342044019305","284.52737059289746","-49.735666859533012","-560.15792360699379","-165.95994386392476","4657.6567165033111","1","-1723.3732623935794","630.24309639548551","1051.8233216847079","1","0","0","0","0","0","0"
"1449","2026-04-07","17:29:04.48","1775582944486000000","","255.90576104722095","-149.7724711583071","-753.51007401206311","284.14768410044644","-41.132879467085104","-563.3267859350326","-189.8432462255073","4301.3936962239541","1","-1584.4311640194064","632.27279548055424","1014.849542534364","1","0","0","0","0","0","0"
"1450","2026-04-07","17:29:04.48","1775582944488000000","","256.47320174157335","-149.83900854581134","-754.64250466470992","283.72034717619954","-33.268693752120271","-566.21532632340177","-213.66846212345081","3932.0928574824165","1","-1444.2701941845826","634.19542504599622","961.31478272099002","1","0","0","0","0","0","0"
"1451","2026-04-07","17:29:04.49","1775582944490000000","","257.03969273741546","-149.89134747131664","-755.78014732199529","283.24549792105813","-26.169462752648087","-568.82132864268442","-237.42462757070371","3549.6154997360918","1","-1303.001159641326","635.97999716354229","892.28605877303835","1","0","0","0","0","0","0"
"1452","2026-04-07","17:29:04.49","1775582944492000000","","257.60513932992205","-149.93107110513165","-756.9224329187474","282.72329625329462","-19.861816907507546","-571.14279837605864","-261.10083388175553","3153.8229225702707","1","-1160.7348666871076","637.59787495884166","808.93889764968208","1","0","0","0","0","0","0"
"1453","2026-04-07","17:29:04.49","1775582944494000000","","258.16944717895512","-149.95981643324109","-758.06878884398679","282.15392451653543","-14.372664054718598","-573.17796261969534","-284.6858683795972","2744.5764263944739","1","-1017.5821218183501","639.02299444149685","712.55974132759548","1","0","0","0","0","0","0"
"1454","2026-04-07","17:29:04.49","1775582944496000000","","258.73252235396922","-149.97927481210911","-759.21863938415243","281.53758750704583","-9.7291894340116869","-574.92527008281513","-308.16850474479907","2321.7373103534555","1","-873.65373155989801","640.23209579505487","604.55067677901297","1","0","0","0","0","0","0"
