"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582995342000000"
"StartRawTime","1775582995342000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1625","2026-04-07","17:29:55.77","1775582995770000000","","200.01074944476463","-55.26606095747303","-710.02336477856147","2.6145004292033036","-1249.111173009652","-5.6494735663363826","511.10469608772746","4815.4397515318124","1","-1091.7670635706145","1249.1266848088787","-4810.5732631205456","1","0","0","0","0","0","0"
"1626","2026-04-07","17:29:55.77","1775582995772000000","","200.01851753419197","-57.744138070450475","-710.04002808924963","3.8840447136720968","-1239.0385564887224","-8.331655344079536","634.7721422343966","5036.3082604648071","1","-1341.0908888715767","1239.0726559608067","-5027.0144240359969","1","0","0","0","0","0","0"
"1627","2026-04-07","17:29:55.77","1775582995774000000","","200.02931219487508","-60.201198127166748","-710.06301582781555","5.3973303415517648","-1228.5300283581364","-11.493869282958258","756.64281393983401","5254.2640652930004","1","-1581.1069694393609","1228.5956498309577","-5238.5030649245437","1","0","0","0","0","0","0"
"1628","2026-04-07","17:29:55.77","1775582995776000000","","200.04361345179794","-62.636381510020271","-710.09325127082832","7.1506284614315518","-1217.5916914267616","-15.117721506385351","876.6490599398935","5469.1684656874031","1","-1811.9261117135466","1217.7065344418666","-5444.5576945455514","1","0","0","0","0","0","0"
"1629","2026-04-07","17:29:55.77","1775582995778000000","","200.06189360853924","-65.048841361827726","-710.13162135032997","9.1400783706490074","-1206.2299259037275","-19.185039750823307","994.72495460872778","5680.8827615170685","1","-2033.6591222189782","1206.41710901685","-5644.7127125082943","1","0","0","0","0","0","0"
"1630","2026-04-07","17:29:55.78","1775582995780000000","","200.08461699047331","-67.437744140624972","-710.17897709706131","11.361690967035543","-1194.4513893986225","-23.677873365670621","1110.8062981932676","5889.2682525524833","1","-2246.4168074236568","1194.7400768975028","-5838.5160596735659","1","0","0","0","0","0","0"
"1631","2026-04-07","17:29:55.78","1775582995782000000","","200.11223969487341","-69.802270174467537","-710.23613408368817","13.811352200050919","-1182.2630169212828","-28.578493313432318","1224.8306165076883","6094.1862386698631","1","-2450.3099738808487","1182.6890229090118","-6025.5269942455243","1","0","0","0","0","0","0"
"1632","2026-04-07","17:29:55.78","1775582995784000000","","200.14520934791901","-72.141614216232028","-710.30387286802682","16.484826522798812","-1169.6720208822455","-33.869392169322055","1336.7371613739465","6295.4980195186181","1","-2645.4494279448681","1170.2783949412049","-6205.3139839034657","1","0","0","0","0","0","0"
"1633","2026-04-07","17:29:55.78","1775582995786000000","","200.18396486860456","-74.454985998416532","-710.38293943627036","19.377760342777606","-1156.6858910922519","-39.533284121773704","1446.4669099893968","6493.0648949967917","1","-2831.9459762258248","1157.5234895246106","-6377.4527082971417","1","0","0","0","0","0","0"
"1634","2026-04-07","17:29:55.78","1775582995788000000","","200.22893623955306","-76.741610787941255","-710.47404564621422","22.485685474251227","-1143.3123947623612","-45.55310497192977","1553.9625657368106","6686.7481649453566","1","-3009.9104250780329","1144.4404411943315","-6541.524165139549","1","0","0","0","0","0","0"
"1635","2026-04-07","17:29:55.79","1775582995790000000","","200.28054428473146","-79.000729940949583","-710.57786967048276","25.804022589198894","-1129.5595765041639","-51.912012134266661","1659.1685574738335","6876.4091290986471","1","-3179.4535811684455","1131.0462154385552","-6697.1128778881166","1","0","0","0","0","0","0"
"1636","2026-04-07","17:29:55.79","1775582995792000000","","200.33920045406819","-81.231601457608889","-710.69505643975458","29.32808466836434","-1115.435758329653","-58.593384635912571","1762.0310395827232","7061.909087255458","1","-3340.6862508229551","1117.3586050296722","-6843.8052044415372","1","0","0","0","0","0","0"
"1637","2026-04-07","17:29:55.79","1775582995794000000","","200.40530661497684","-83.43350053691114","-710.82621808598867","33.053080454322981","-1100.9495396511254","-65.580823117045384","1862.4978929793201","7243.1093392638104","1","-3493.7192405664064","1103.3962295323715","-6981.1877486503136","1","0","0","0","0","0","0"
"1638","2026-04-07","17:29:55.79","1775582995796000000","","200.47925485077809","-85.605720131473987","-710.97193438565057","36.974117900626879","-1086.1097972814234","-72.858149830949515","1960.5187231519494","7419.8711848509902","1","-3638.6633569520654","1089.1785377714773","-7108.8458804471202","1","0","0","0","0","0","0"
"1639","2026-04-07","17:29:55.79","1775582995798000000","","200.56142726603042","-87.74757150234106","-711.13275320293781","41.086207626165105","-1070.9256854335365","-80.409408643618008","2056.044862769113","7592.0559239434624","1","-3775.6294063342466","1074.7258130224689","-7226.3623745042196","1","0","0","0","0","0","0"
"1640","2026-04-07","17:29:55.80","1775582995800000000","","200.65219579875691","-89.858384773783627","-711.30919093300645","45.384266363242887","-1055.4066357212832","-88.21886503432097","2149.0293685388906","7759.5248561266317","1","-3904.7281953514812","1060.059180662","-7333.3161802344193","1","0","0","0","0","0","0"
"1641","2026-04-07","17:29:55.80","1775582995802000000","","200.75192203958318","-91.937509488100261","-711.50173294519664","49.863120413135675","-1039.5623571583171","-96.271006095093981","2239.4270249463943","7922.1392814830551","1","-4026.0705303865052","1045.2006179736277","-7429.2813441861654","1","0","0","0","0","0","0"
"1642","2026-04-07","17:29:55.80","1775582995804000000","","200.86095705776867","-93.984315160418703","-711.71083402625857","54.517509092747218","-1023.4028361592209","-104.55054053096546","2327.1943398057715","8079.7604995481151","1","-4139.7672179357414","1030.172965759504","-7513.8261070618455","1","0","0","0","0","0","0"
"1643","2026-04-07","17:29:55.80","1775582995806000000","","200.97964123415224","-95.998191833495866","-711.93691882357859","59.34208819178366","-1006.9383365385818","-113.04239866001353","2412.2895495182206","8232.2498103195576","1","-4245.9290645240344","1014.9999413383515","-7586.5122105762448","1","0","0","0","0","0","0"
"1644","2026-04-07","17:29:55.80","1775582995808000000","","201.10830410098774","-97.978550632519131","-712.18038228840499","64.33143341774894","-990.17939951163214","-121.73173241319546","2494.6726129826402","8379.4685134748197","1","-4344.6668765909635","999.70615243636291","-7646.8944509942958","1","0","0","0","0","0","0"
"1645","2026-04-07","17:29:55.81","1775582995810000000","","201.24726418869719","-99.924824319906833","-712.44159011907391","69.480043854724727","-973.13684369385101","-130.60391533446136","2574.3052184878934","8521.2779088905681","1","-4436.0914606329516","984.31711137680429","-7694.5205297793109","1","0","0","0","0","0","0"
"1646","2026-04-07","17:29:55.81","1775582995812000000","","201.39682887951051","-101.83646785010936","-712.72087920423564","74.782345406660511","-955.8217651012626","-139.64454258086789","2651.1507759678921","8657.5392962942024","1","-4520.3136232032648","968.85924885838506","-7728.9312592096167","1","0","0","0","0","0","0"
"1647","2026-04-07","17:29:55.81","1775582995814000000","","201.55729426802685","-103.71295892440955","-713.01855806608012","80.232694258171477","-938.24553715009529","-148.83943092223717","2725.1744257554833","8788.1139755836557","1","-4597.4441706846392","953.35992647438843","-7749.6611919983134","1","0","0","0","0","0","0"
"1648","2026-04-07","17:29:55.81","1775582995816000000","","201.7289450286579","-105.55379854572382","-713.334907303563","85.825380315526445","-920.41981065713685","-158.17461874144101","2796.3430286774837","8912.863246479219","1","-4667.5939096019192","937.84744696055157","-7756.2397569184322","1","0","0","0","0","0","0"
"1649","2026-04-07","17:29:55.81","1775582995818000000","","201.91205428999763","-107.35851157340295","-713.67018003563157","91.554630669861581","-902.35651383956395","-167.63636603428722","2864.6251771675679","9031.6484087864519","1","-4730.873646423106","922.35106097568257","-7748.1929924344968","1","0","0","0","0","0","0"
"1650","2026-04-07","17:29:55.82","1775582995820000000","","202.10688351606893","-109.12664727803292","-714.02460234445118","97.414613035653019","-884.06785231498475","-177.21115440980384","2929.9911828957192","9144.3307622895991","1","-4787.3941877583093","906.90096900211267","-7725.0459867849486","1","0","0","0","0","0","0"
"1651","2026-04-07","17:29:55.82","1775582995822000000","","202.31368239450228","-110.85777989623512","-714.39837371863018","103.39943921667327","-865.56630910109789","-186.88568708950015","2992.4130905101265","9250.77160694343","1","-4837.2663398481563","891.52831672366665","-7686.3261392230124","1","0","0","0","0","0","0"
"1652","2026-04-07","17:29:55.82","1775582995824000000","","202.53268873158524","-112.55150918546792","-714.79166749644685","109.50316854147957","-846.86464461640298","-196.64688890833304","3051.8646624031476","9350.832242347451","1","-4880.6009094164438","876.26518197359439","-7631.5673750361266","1","0","0","0","0","0","0"
"1653","2026-04-07","17:29:55.82","1775582995826000000","","202.76412835425015","-114.20746097882721","-715.20463130907478","115.71981133245401","-827.97589667964644","-206.48190631396801","3108.3213954872235","9444.3739683782715","1","-4917.5087028174858","861.14455107858271","-7560.3154475058427","1","0","0","0","0","0","0"
"1654","2026-04-07","17:29:55.82","1775582995828000000","","203.00821501892653","-115.82528773984683","-715.63738752380891","122.04333233819398","-808.91338050980721","-216.37810736706342","3161.7605028699813","9531.2580849196129","1","-4948.1005265477052","846.20028213406272","-7472.1344722599952","1","0","0","0","0","0","0"
"1655","2026-04-07","17:29:55.83","1775582995830000000","","203.26515032733803","-117.40466911729993","-716.09003368729179","128.46765420574968","-789.69068872655157","-226.323081741441","3212.1609337778523","9611.3458916278196","1","-4972.4871871887899","831.46705248463468","-7366.61482471402","1","0","0","0","0","0","0"
"1656","2026-04-07","17:29:55.83","1775582995832000000","","203.53512364915724","-118.94531249999966","-716.56264296873894","134.98666090960398","-770.32169134986361","-236.30464072357427","3259.503351927151","9684.4986883439778","1","-4990.7794910666325","816.98028740914947","-7243.3825377426047","1","0","0","0","0","0","0"
"1657","2026-04-07","17:29:55.83","1775582995834000000","","203.81831205160847","-120.44695357159952","-717.05526460316526","141.59420122561528","-750.82053579993158","-246.31081721315695","3303.7701580056478","9750.5777749660174","1","-5003.0882447913427","802.77606683048896","-7102.110289330255","1","0","0","0","0","0","0"
"1658","2026-04-07","17:29:55.83","1775582995836000000","","204.11488023594379","-121.90935686539478","-717.56792433461078","148.28409216765692","-731.20164689763101","-256.32986572276195","3344.9454710208215","9809.4444511502843","1","-5009.5242548024999","788.89100671591075","-6942.5300572891047","1","0","0","0","0","0","0"
"1659","2026-04-07","17:29:55.83","1775582995838000000","","204.42498048081723","-123.33231631912213","-718.10062485936658","155.05012243671956","-711.47972686367211","-266.35026237789816","3383.0151345313197","9860.9600169794467","1","-5010.198327568105","775.36211183834769","-6764.4474387815308","1","0","0","0","0","0","0"
"1660","2026-04-07","17:29:55.84","1775582995840000000","","204.74875259260327","-124.71565582976228","-718.65334626920082","161.88605589302085","-691.66975532007768","-276.36070491712417","3417.9667281506454","9904.9857717972136","1","-5005.2212696130027","762.22659671479846","-6567.7575617746124","1","0","0","0","0","0","0"
"1661","2026-04-07","17:29:55.84","1775582995842000000","","205.08632386255627","-126.05922980833918","-719.22604649458492","168.78563497650134","-671.78698928844938","-286.35011269204824","3449.7895417402447","9941.3830158141536","1","-4994.7038874620375","749.52167186173392","-6352.46242653227","1","0","0","0","0","0","0"
"1662","2026-04-07","17:29:55.84","1775582995844000000","","205.43780903094276","-127.36292373472213","-719.81866174791867","175.74258419324451","-651.84696319147406","-296.3076266668736","3478.4746083715845","9970.0130484876572","1","-4978.7569874126802","737.28429316093661","-6118.6893503986539","1","0","0","0","0","0","0"
"1663","2026-04-07","17:29:55.84","1775582995846000000","","205.8033102580022","-128.62665471242519","-720.43110696675717","182.75061352971989","-631.86548885153115","-306.22260941925106","3504.0146682376871","9990.7371699714531","1","-4957.4913761887274","725.55087296936574","-5866.7100957854354","1","0","0","0","0","0","0"
"1664","2026-04-07","17:29:55.84","1775582995848000000","","206.18291710188993","-129.85037202340845","-721.06327625703614","189.80342194386424","-611.85865549163054","-316.0846451394832","3526.4042070721757","10003.416679950305","1","-4931.0178601160715","714.35695291260333","-5596.9600283812042","1","0","0","0","0","0","0"
"1665","2026-04-07","17:29:55.85","1775582995850000000","","206.57670650343897","-131.03405768287985","-721.71504333629809","196.89470077452143","-591.8428297356968","-325.88353963097916","3545.6394153285942","10007.912877966874","1","-4899.4472457479787","703.73683980949966","-5310.0565515518383","1","0","0","0","0","0","0"
"1666","2026-04-07","17:29:55.85","1775582995852000000","","206.98474277791422","-132.1777269940942","-722.38626197691826","204.0181372376253","-571.8346556071765","-335.60932031008406","3561.7182315519358","10004.087064260148","1","-4862.8903395524503","693.72320817043828","-5006.815819530686","1","0","0","0","0","0","0"
"1667","2026-04-07","17:29:55.85","1775582995854000000","","207.40707761357476","-133.28142910315592","-723.07676644933053","211.16741783026782","-551.85105453085725","-345.25223620613588","3574.6402963212631","9991.8005381596231","1","-4821.457948025909","684.34667482589521","-4688.2666722715385","1","0","0","0","0","0","0"
"1668","2026-04-07","17:29:55.85","1775582995856000000","","207.84375007723952","-134.34524755381847","-723.78637196525301","218.3362318323816","-531.90922533127605","-354.80275796123806","3584.4070010568885","9970.9145997906035","1","-4775.2608775510907","675.63535370803572","-4355.6605589297415","1","0","0","0","0","0","0"
"1669","2026-04-07","17:29:55.85","1775582995858000000","","208.29478662664994","-135.36930084228476","-724.51487512091489","225.51827470520891","-512.02664423314559","-364.25157783094164","3591.021436413655","9941.2905490652283","1","-4724.4099348517921","667.61440112013827","-4010.4762939487273","1","0","0","0","0","0","0"
"1670","2026-04-07","17:29:55.86","1775582995860000000","","208.76020112984745","-136.35374297201002","-725.26205434028145","232.70725159875383","-492.22106486263328","-373.58960968327892","3594.4884467724592","9902.7896852561516","1","-4669.0159261686404","660.30556419316576","-3654.4184634862518","1","0","0","0","0","0","0"
"1671","2026-04-07","17:29:55.86","1775582995862000000","","209.23999489133593","-137.29876400850037","-726.02767031828034","239.89688074424009","-472.51051824517276","-382.80798899944557","3594.8145727431324","9855.2733087302604","1","-4609.1896580833236","653.72674695543674","-3289.4086188645133","1","0","0","0","0","0","0"
"1672","2026-04-07","17:29:55.86","1775582995864000000","","209.73415668527167","-138.2045906341146","-726.8114664640276","247.08089696787283","-452.91331280711233","-391.8980728736301","3592.0081118163694","9798.6027190302138","1","-4545.0419370922646","647.8916098287018","-2917.5685633674675","1","0","0","0","0","0","0"
"1673","2026-04-07","17:29:55.86","1775582995866000000","","210.2426627954251","-139.07148670286568","-727.61316934405363","254.25305507671681","-433.44803437554447","-400.85144001301387","3586.0790544219867","9732.6392157839327","1","-4476.6835696918861","642.80921857140015","-2541.1956286508257","1","0","0","0","0","0","0"
"1674","2026-04-07","17:29:55.86","1775582995868000000","","210.76547706218344","-139.89975379521985","-728.43248912552895","261.40713337916566","-414.13354617708364","-409.65989073765741","3577.039151224426","9657.2440992304109","1","-4404.2253623217675","638.48375823501488","-2162.7301681926383","1","0","0","0","0","0","0"
"1675","2026-04-07","17:29:55.87","1775582995870000000","","211.30255093631163","-140.68973177289877","-729.26912001949029","268.53693706409842","-394.98898883945799","-418.31544698067091","3564.9018424663836","9572.2786688128272","1","-4327.7781215067535","634.91432575964416","-1784.7162376853589","1","0","0","0","0","0","0"
"1676","2026-04-07","17:29:55.87","1775582995872000000","","211.85382353976786","-141.44179933367957","-730.12274072406638","275.63630172811315","-376.03378039040081","-426.81035228804376","3549.6823320073645","9477.6042245285898","1","-4247.4526536864232","632.09481222779516","-1409.7567659244987","1","0","0","0","0","0","0"
"1677","2026-04-07","17:29:55.87","1775582995874000000","","212.41922173326338","-142.15637456619652","-730.99301486770401","282.69909674776272","-357.28761625847483","-435.137071818815","3531.3975098247852","9373.0820659629899","1","-4163.3597653856214","630.01388183492952","-1040.4651964328195","1","0","0","0","0","0","0"
"1678","2026-04-07","17:29:55.87","1775582995876000000","","212.9986601908912","-142.83391550474084","-731.87959145239392","289.7192288139081","-338.7704692721627","-443.2882923449597","3510.0660330726896","9258.5734931560637","1","-4075.610263072349","628.65505050505828","-679.41566493561822","1","0","0","0","0","0","0"
"1679","2026-04-07","17:29:55.87","1775582995878000000","","213.59204148148467","-143.47492068406245","-732.78210529689693","296.69064529673506","-320.50258966080492","-451.2569222515026","3485.7082414134766","9133.9398056788923","1","-3984.3149532714506","627.9968621464393","-329.09417930949303","1","0","0","0","0","0","0"
"1680","2026-04-07","17:29:55.88","1775582995880000000","","214.19925615704668","-144.07992969416955","-733.7001774799694","303.60733778100268","-302.5045050535482","-459.03609153623393","3458.346242133814","8999.0423036283573","1","-3889.5846423656621","628.01315628338682","8.14706847376101","1","0","0","0","0","0","0"
"1681","2026-04-07","17:29:55.88","1775582995882000000","","214.82018284797024","-144.64952373513091","-734.63341578358973","310.463345461784","-284.79702048068134","-466.61915181016411","3428.0038403906588","8853.7422864334294","1","-3791.5301369650933","628.67341647793057","330.13009727187637","1","0","0","0","0","0","0"
"1682","2026-04-07","17:29:55.88","1775582995884000000","","215.4546883651534","-145.18432617187494","-735.58141513618398","317.25275859157875","-267.40121837201514","-473.99967629712592","3394.7065648973762","8697.9010543331005","1","-3690.2622434809018","629.94318597043718","634.88474625330582","1","0","0","0","0","0","0"
"1683","2026-04-07","17:29:55.88","1775582995886000000","","216.10262780914994","-145.68500308899155","-736.54375805585198","323.96972199826735","-250.3384585583035","-481.17145983400178","3358.481703344296","8531.3799068558183","1","-3585.8917684379321","631.78453476146944","920.67439551613006","1","0","0","0","0","0","0"
"1684","2026-04-07","17:29:55.88","1775582995888000000","","216.76384468602353","-146.15226384553364","-737.52001509359286","330.60843843679777","-233.63037827104449","-488.12851887043962","3319.3582192652116","8354.0401436295033","1","-3478.5295182189202","634.1565612302204","1186.0132343754799","1","0","0","0","0","0","0"
"1685","2026-04-07","17:29:55.89","1775582995890000000","","217.43817103032453","-146.58686162981729","-738.5097452765317","337.16317215049685","-217.29889214182663","-494.86509146942126","3277.3668568495395","8165.7430646089324","1","-3368.2862994908191","637.01591183869925","1429.6753042394243","1","0","0","0","0","0","0"
"1686","2026-04-07","17:29:55.89","1775582995892000000","","218.1254275347415","-146.9895940142207","-739.51249655114475","343.62825220848947","-201.3661922017036","-501.37563730652346","3232.5400289963113","7966.3499700615148","1","-3255.2729185510998","640.31730318819052","1650.6956747456343","1","0","0","0","0","0","0"
"1687","2026-04-07","17:29:55.89","1775582995894000000","","218.82542368689255","-147.3613035099882","-740.52780622648595","349.99807607552214","-185.85474788375222","-507.65483767060005","3184.9119335163323","7755.7221589756864","1","-3139.6001820382935","644.01403305973338","1848.3649357714285","1","0","0","0","0","0","0"
"1688","2026-04-07","17:29:55.89","1775582995896000000","","219.5379579127744","-147.70287812202861","-741.55520141741249","356.26711294092672","-170.78730602020187","-513.69759546327032","3134.5184327022935","7533.7209317751785","1","-3021.3788963351362","648.05846900233223","2022.2179712994262","1","0","0","0","0","0","0"
"1689","2026-04-07","17:29:55.89","1775582995898000000","","220.26281772736806","-148.01525190371706","-742.59419948781067","362.42990729682845","-156.18689084422499","-519.49903519908958","3081.397177950862","7300.2075879884387","1","-2900.7198679096291","652.40250623948282","2172.0186185752937","1","0","0","0","0","0","0"
"1690","2026-04-07","17:29:55.90","1775582995900000000","","220.9997798918854","-148.2994055116958","-743.64430849382245","368.48108225866838","-142.07680398936873","-525.05450300589018","3025.5874809199668","7055.0434274281315","1","-2777.7339034003035","656.99798884099732","2297.7413007572522","1","0","0","0","0","0","0"
"1691","2026-04-07","17:29:55.90","1775582995902000000","","221.74861057818939","-148.5563667606753","-744.70502762707065","374.41534315199476","-128.48062448975384","-530.35956662409944","2967.1304466631909","6798.0897498074455","1","-2652.5318091046302","661.79709123462135","2399.5511968120127","1","0","0","0","0","0","0"
"1692","2026-04-07","17:29:55.90","1775582995904000000","","222.50906553983791","-148.78721117823352","-745.77584765788549","380.22748082426006","-115.42220877910836","-535.41001540742172","2906.068836132647","6529.2078553227384","1","-2525.2243916611405","666.75265882633471","2477.7837958566806","1","0","0","0","0","0","0"
"1693","2026-04-07","17:29:55.90","1775582995906000000","","223.28089029031887","-148.99306255961847","-746.85625137853003","385.91237524047983","-102.92569069247293","-540.20186032227002","2842.4472081098884","6248.2590433177165","1","-2395.9224574241489","671.81850902153099","2532.9250975981381","1","0","0","0","0","0","0"
"1694","2026-04-07","17:29:55.90","1775582995908000000","","224.06382028789088","-149.17509352254797","-747.94571404642647","391.46499878600594","-91.015481464751247","-544.73133394822071","2776.3117727630515","5955.1046138608399","1","-2264.7368129753431","676.94969482657723","2565.5929025231217","1","0","0","0","0","0","0"
"1695","2026-04-07","17:29:55.91","1775582995910000000","","224.85758112763355","-149.33452606201104","-749.04370382738205","396.88041987133715","-79.716269731534339","-548.99489047778616","2707.710542665609","5649.6058666084537","1","-2131.7782647827244","682.10273500981941","2576.5200916210915","1","0","0","0","0","0","0"
"1696","2026-04-07","17:29:55.91","1775582995912000000","","225.66188874008492","-149.47263210506878","-750.14968223881465","402.15380622568375","-69.05302152887316","-552.98920571630106","2636.6931771732993","5331.6241013305898","1","-1997.1576192574503","687.23581490112792","2566.5399456542559","1","0","0","0","0","0","0"
"1697","2026-04-07","17:29:55.91","1775582995914000000","","226.47644959710698","-149.59073406565386","-751.26310459297906","407.28042851102941","-59.050980292539634","-556.71117708220663","2563.3111426728306","5001.0206181667627","1","-1860.9856829527871","692.30896311538083","2536.5741071264551","1","0","0","0","0","0","0"
"1698","2026-04-07","17:29:55.91","1775582995916000000","","227.30096092431967","-149.69020539937293","-752.38342044019305","412.25566360634502","-49.735666859533012","-560.15792360699379","2487.6175476578055","4657.6567165033111","1","-1723.3732623935794","697.28420899455989","2487.622939589528","1","0","0","0","0","0","0"
"1699","2026-04-07","17:29:55.91","1775582995918000000","","228.13511092078187","-149.7724711583071","-753.51007401206311","417.07499823110084","-41.132879467085104","-563.3267859350326","2409.6673123779055","4301.3936962239541","1","-1584.4311640194064","702.12572640134795","2420.7587033940285","1","0","0","0","0","0","0"
"1700","2026-04-07","17:29:55.92","1775582995920000000","","228.97857898522184","-149.83900854581134","-754.64250466470992","421.7340322199874","-33.268693752120271","-566.21532632340177","2329.5169944432814","3932.0928574824165","1","-1444.2701941845826","706.79996864743714","2337.1211230445965","1","0","0","0","0","0","0"
"1701","2026-04-07","17:29:55.92","1775582995922000000","","229.83103594953377","-149.89134747131664","-755.78014732199529","426.22848215596321","-26.169462752648087","-568.82132864268442","2247.2249679879042","3549.6154997360918","1","-1303.001159641326","711.27580002455261","2237.9156885577345","1","0","0","0","0","0","0"
"1702","2026-04-07","17:29:55.92","1775582995924000000","","230.69214431880451","-149.93107110513165","-756.9224329187474","430.5541846353691","-19.861816907507546","-571.14279837605864","2162.8512397029453","3153.8229225702707","1","-1160.7348666871076","715.5246283774793","2124.4141764633468","1","0","0","0","0","0","0"
"1703","2026-04-07","17:29:55.92","1775582995926000000","","231.56155851860004","-149.95981643324109","-758.06878884398679","434.70709989776424","-14.372664054718598","-573.17796261969534","2076.4576311975702","2744.5764263944739","1","-1017.5821218183501","719.52054383903419","1997.9577307774434","1","0","0","0","0","0","0"
"1704","2026-04-07","17:29:55.92","1775582995928000000","","232.43892514891718","-149.97927481210911","-759.21863938415243","438.68331515857051","-9.7291894340116869","-574.92527008281513","1988.1076304031353","2321.7373103534555","1","-873.65373155989801","723.24046782889195","1859.9619949288808","1","0","0","0","0","0","0"
"1705","2026-04-07","17:29:55.93","1775582995930000000","","233.32388324502716","-149.99119252347595","-760.37140616632792","442.47904805499161","-5.9588556834171413","-576.38339108774517","1897.8664482105501","1885.1668752972728","1","-729.06050246501763","726.66431689640285","1711.9245337554503","1","0","0","0","0","0","0"
"1706","2026-04-07","17:29:55.93","1775582995932000000","","234.21606454548703","-149.99737132916511","-761.52650860146673","446.09065022993377","-3.0894028445800359","-577.55121756940753","1805.8010874710817","1434.7264194185527","1","-583.91324083117979","729.77518562116541","1555.434362381277","1","0","0","0","0","0","0"
"1707","2026-04-07","17:29:55.93","1775582995934000000","","235.1150937666568","-149.99966902587818","-762.68336432761896","449.51461058488462","-1.1488483565358365","-578.42786307611505","1711.9801774754251","970.27724402209969","1","-438.32275335375925","732.55955236733325","1392.1833730839239","1","0","0","0","0","0","0"
"1708","2026-04-07","17:29:55.93","1775582995936000000","","236.02058888455107","-150","-763.84138965315663","452.74755894713792","-0.16548706091157328","-579.01266276883234","1616.4741811266481","491.68064781213161","1","-292.39984635864857","735.0075123188966","1223.9799757816741","1","0","0","0","0","0","0"
"1709","2026-04-07","17:29:55.93","1775582995938000000","","236.93216142315251","-150","-765","455.78626930071664","0","-579.30517342168741","1519.3551767893609","82.74353045578664","1","-146.25532642753569","737.11302202321508","1052.7548521592394","1","0","0","0","0","0","0"
"1710","2026-04-07","17:29:55.94","1775582995940000000","","237.84941675007914","-150","-766.15861034684337","458.62766346331796","0","-579.30517342168741","1420.6970813006592","0","1","0","738.87334344050726","880.16070864608764","1","0","0","0","0","0","0"
"1711","2026-04-07","17:29:55.94","1775582995942000000","","238.77195437869403","-150","-767.31663567238104","461.26881430744504","0","-579.01266276883234","1320.5754220635413","0","1","146.25532642753569","740.286824615466","706.74058747937352","1","0","0","0","0","0","0"
"1712","2026-04-07","17:29:55.94","1775582995944000000","","239.69936827758823","-150","-768.47349139853327","463.70694944710067","0","-578.42786307611505","1219.0675698278142","0","1","292.39984635864857","741.35209431709086","532.63485081242834","1","0","0","0","0","0","0"
"1713","2026-04-07","17:29:55.94","1775582995946000000","","240.63124718648672","-150","-769.6285938336722","465.93945444924145","0","-577.55121756946437","1116.2525010703916","0","1","438.32275332533754","742.06804548398895","357.97558344904701","1","0","0","0","0","0","0"
"1714","2026-04-07","17:29:55.94","1775582995948000000","","241.56717493954724","-150","-770.78136061584757","467.96387653026272","0","-576.38339108768832","1012.2110405106355","0","1","583.91324088802321","742.43383763064969","182.89607333036884","1","0","0","0","0","0","0"
"1715","2026-04-07","17:29:55.95","1775582995950000000","","242.50673079506225","-150","-771.93121115601321","469.77792775750515","0","-574.92527008281513","907.02561362121514","0","1","729.06050243659593","742.44889897415408","7.5306717521925748","1","0","0","0","0","0","0"
"1716","2026-04-07","17:29:55.95","1775582995952000000","","243.44948977257354","-150","-773.0775670812526","471.37948875564462","0","-573.17796261969534","800.78049906973092","0","1","873.65373155989801","742.11292890799166","-167.98503308120871","1","0","0","0","0","0","0"
